thrust time (ms),thrust (N),burn time (s),Pc (psi),Pc time (ms),burn time (s),Interpolated Pc,At (in$2),Ctau
,,,113.78961,1713734924272,15.09,,,
,,,113.8291,1713734924275,15.093,,,
,,,113.89317,1713734924278,15.096,,,
,,,113.62635,1713734924281,15.099,,,
,,,113.65462,1713734924284,15.102,,,
,,,113.67681,1713734924287,15.105,,,
,,,113.26597,1713734924289,15.107,,,
,,,112.97625,1713734924292,15.11,,,
,,,112.97762,1713734924295,15.113,,,
,,,112.63583,1713734924298,15.116,,,
,,,112.50735,1713734924301,15.119,,,
,,,112.75968,1713734924304,15.122,,,
,,,112.57407,1713734924307,15.125,,,
,,,112.46806,1713734924309,15.127,,,
,,,112.52385,1713734924312,15.13,,,
,,,112.31186,1713734924315,15.133,,,
,,,111.99998,1713734924318,15.136,,,
,,,112.08759,1713734924321,15.139,,,
,,,111.98032,1713734924324,15.142,,,
,,,112.06733,1713734924339,15.157,,,
,,,112.26635,1713734924342,15.16,,,
,,,111.9744,1713734924345,15.163,,,
,,,112.14597,1713734924348,15.166,,,
,,,111.98271,1713734924362,15.18,,,
,,,111.9506,1713734924365,15.183,,,
,,,112.23787,1713734924368,15.186,,,
,,,112.35073,1713734924371,15.189,,,
,,,112.33139,1713734924382,15.2,,,
,,,112.40385,1713734924384,15.202,,,
,,,112.61821,1713734924387,15.205,,,
,,,112.47302,1713734924400,15.218,,,
,,,112.32373,1713734924403,15.221,,,
,,,112.44645,1713734924406,15.224,,,
,,,112.6666,1713734924416,15.234,,,
,,,112.49692,1713734924419,15.237,,,
,,,112.14172,1713734924422,15.24,,,
,,,112.02422,1713734924432,15.25,,,
,,,111.96169,1713734924439,15.257,,,
,,,111.92096,1713734924444,15.262,,,
,,,111.69659,1713734924449,15.267,,,
,,,111.91861,1713734924452,15.27,,,
,,,111.93423,1713734924455,15.273,,,
,,,111.99097,1713734924467,15.285,,,
,,,111.93415,1713734924472,15.29,,,
,,,112.15953,1713734924478,15.296,,,
,,,112.06886,1713734924484,15.302,,,
,,,112.0753,1713734924487,15.305,,,
,,,111.9752,1713734924490,15.308,,,
,,,112.14335,1713734924500,15.318,,,
,,,112.64421,1713734924505,15.323,,,
,,,112.97908,1713734924534,15.352,,,
,,,113.5797,1713734924537,15.355,,,
,,,114.21315,1713734924540,15.358,,,
,,,114.4017,1713734924551,15.369,,,
,,,114.71587,1713734924554,15.372,,,
,,,115.22247,1713734924556,15.374,,,
,,,115.95788,1713734924575,15.393,,,
,,,116.25527,1713734924578,15.396,,,
,,,116.60967,1713734924581,15.399,,,
,,,117.23242,1713734924584,15.402,,,
,,,117.50466,1713734924599,15.417,,,
,,,117.88287,1713734924602,15.42,,,
,,,118.37257,1713734924604,15.422,,,
,,,118.81264,1713734924607,15.425,,,
,,,119.52268,1713734924622,15.44,,,
,,,119.77778,1713734924625,15.443,,,
,,,120.08103,1713734924628,15.446,,,
,,,120.50477,1713734924631,15.449,,,
,,,120.53622,1713734924646,15.464,,,
,,,120.869,1713734924649,15.467,,,
,,,121.22842,1713734924652,15.47,,,
,,,121.67705,1713734924655,15.473,,,
,,,122.25932,1713734924670,15.488,,,
,,,122.37493,1713734924673,15.491,,,
,,,122.73061,1713734924676,15.494,,,
,,,123.24547,1713734924679,15.497,,,
,,,123.37982,1713734924692,15.51,,,
,,,123.68544,1713734924695,15.513,,,
,,,124.3333,1713734924697,15.515,,,
,,,124.95014,1713734924700,15.518,,,
,,,125.09416,1713734924710,15.528,,,
,,,125.16001,1713734924713,15.531,,,
,,,125.51244,1713734924716,15.534,,,
,,,125.58846,1713734924728,15.546,,,
,,,125.86322,1713734924733,15.551,,,
,,,125.94301,1713734924739,15.557,,,
,,,126.32636,1713734924744,15.562,,,
,,,126.55341,1713734924747,15.565,,,
,,,126.54998,1713734924750,15.568,,,
,,,127.02556,1713734924763,15.581,,,
,,,127.22947,1713734924766,15.584,,,
,,,127.41768,1713734924768,15.586,,,
,,,127.94808,1713734924771,15.589,,,
,,,128.10093,1713734924784,15.602,,,
,,,128.56809,1713734924788,15.606,,,
,,,128.79853,1713734924795,15.613,,,
,,,129.02331,1713734924800,15.618,,,
,,,129.32853,1713734924805,15.623,,,
,,,129.39841,1713734924811,15.629,,,
,,,129.95802,1713734924817,15.635,,,
,,,130.10937,1713734924822,15.64,,,
,,,130.22802,1713734924828,15.646,,,
,,,130.52808,1713734924833,15.651,,,
,,,130.74994,1713734924838,15.656,,,
,,,131.14864,1713734924844,15.662,,,
,,,131.05439,1713734924850,15.668,,,
,,,131.38213,1713734924855,15.673,,,
,,,131.34896,1713734924860,15.678,,,
,,,131.28064,1713734924863,15.681,,,
,,,131.74499,1713734924872,15.69,,,
,,,131.83634,1713734924878,15.696,,,
,,,131.84815,1713734924881,15.699,,,
,,,131.94358,1713734924884,15.702,,,
,,,132.05696,1713734924894,15.712,,,
,,,132.40623,1713734924900,15.718,,,
,,,132.45261,1713734924905,15.723,,,
,,,132.98769,1713734924911,15.729,,,
,,,133.10374,1713734924916,15.734,,,
,,,133.65638,1713734924920,15.738,,,
,,,134.07283,1713734924923,15.741,,,
,,,134.16186,1713734924931,15.749,,,
,,,134.54189,1713734924936,15.754,,,
,,,134.70292,1713734924942,15.76,,,
,,,135.0687,1713734924948,15.766,,,
,,,135.3041,1713734924953,15.771,,,
,,,135.5009,1713734924961,15.779,,,
,,,135.66976,1713734924965,15.783,,,
,,,136.39516,1713734924968,15.786,,,
,,,136.6784,1713734924970,15.788,,,
,,,136.90341,1713734924982,15.8,,,
,,,137.32094,1713734924986,15.804,,,
,,,137.53173,1713734924989,15.807,,,
,,,137.92882,1713734924992,15.81,,,
,,,138.09911,1713734924999,15.817,,,
,,,138.33033,1713734925012,15.83,,,
,,,138.67223,1713734925015,15.833,,,
,,,138.85656,1713734925018,15.836,,,
,,,139.33158,1713734925030,15.848,,,
,,,139.85688,1713734925034,15.852,,,
,,,140.04922,1713734925038,15.856,,,
,,,140.55092,1713734925042,15.86,,,
,,,140.70381,1713734925045,15.863,,,
,,,141.01223,1713734925048,15.866,,,
,,,141.05276,1713734925057,15.875,,,
,,,141.69156,1713734925070,15.888,,,
,,,142.05117,1713734925074,15.892,,,
,,,141.97786,1713734925083,15.901,,,
,,,142.1639,1713734925087,15.905,,,
,,,142.09481,1713734925091,15.909,,,
,,,142.09797,1713734925095,15.913,,,
,,,141.95191,1713734925103,15.921,,,
,,,141.79734,1713734925107,15.925,,,
,,,141.62022,1713734925110,15.928,,,
,,,141.3137,1713734925114,15.932,,,
,,,140.62747,1713734925121,15.939,,,
,,,140.37423,1713734925124,15.942,,,
,,,140.06434,1713734925128,15.946,,,
,,,139.4238,1713734925134,15.952,,,
,,,138.5333,1713734925142,15.96,,,
,,,137.96962,1713734925145,15.963,,,
,,,137.14054,1713734925149,15.967,,,
,,,136.19537,1713734925157,15.975,,,
,,,135.50631,1713734925160,15.978,,,
,,,134.55975,1713734925180,15.998,,,
,,,133.33284,1713734925188,16.006,,,
,,,132.35364,1713734925192,16.01,,,
,,,130.98342,1713734925196,16.014,,,
,,,130.18037,1713734925202,16.02,,,
,,,128.91766,1713734925206,16.024,,,
,,,127.94353,1713734925210,16.028,,,
,,,127.05477,1713734925214,16.032,,,
,,,126.25743,1713734925217,16.035,,,
,,,125.64791,1713734925221,16.039,,,
,,,124.62766,1713734925224,16.042,,,
,,,123.85439,1713734925229,16.047,,,
,,,122.91983,1713734925233,16.051,,,
,,,122.24761,1713734925236,16.054,,,
,,,121.50602,1713734925239,16.057,,,
,,,120.39217,1713734925242,16.06,,,
,,,119.71474,1713734925245,16.063,,,
,,,119.11658,1713734925248,16.066,,,
,,,118.55552,1713734925252,16.07,,,
,,,118.1302,1713734925255,16.073,,,
,,,117.54751,1713734925258,16.076,,,
,,,117.00765,1713734925261,16.079,,,
,,,116.28387,1713734925265,16.083,,,
,,,115.6199,1713734925269,16.087,,,
,,,115.40188,1713734925272,16.09,,,
,,,115.02936,1713734925275,16.093,,,
,,,114.48454,1713734925278,16.096,,,
,,,114.14544,1713734925282,16.1,,,
,,,113.78348,1713734925285,16.103,,,
,,,113.41044,1713734925288,16.106,,,
,,,113.06313,1713734925291,16.109,,,
,,,112.70887,1713734925294,16.112,,,
,,,112.26831,1713734925297,16.115,,,
,,,111.96431,1713734925300,16.118,,,
,,,111.36862,1713734925303,16.121,,,
,,,110.80513,1713734925306,16.124,,,
,,,110.28213,1713734925309,16.127,,,
,,,109.75383,1713734925312,16.13,,,
,,,109.49096,1713734925316,16.134,,,
,,,109.27684,1713734925319,16.137,,,
,,,108.75768,1713734925321,16.139,,,
,,,108.27798,1713734925324,16.142,,,
,,,107.90514,1713734925327,16.145,,,
,,,107.61713,1713734925330,16.148,,,
,,,107.06013,1713734925333,16.151,,,
,,,106.73692,1713734925336,16.154,,,
,,,106.45578,1713734925340,16.158,,,
,,,105.78998,1713734925343,16.161,,,
,,,105.25358,1713734925346,16.164,,,
,,,104.95356,1713734925349,16.167,,,
,,,104.58386,1713734925352,16.17,,,
,,,103.98647,1713734925369,16.187,,,
,,,103.59683,1713734925376,16.194,,,
,,,103.0928,1713734925379,16.197,,,
,,,102.71777,1713734925381,16.199,,,
,,,102.10182,1713734925384,16.202,,,
,,,101.83759,1713734925387,16.205,,,
,,,101.6162,1713734925398,16.216,,,
,,,101.20659,1713734925405,16.223,,,
,,,100.54467,1713734925408,16.226,,,
,,,100.00358,1713734925417,16.235,,,
,,,99.1154,1713734925426,16.244,,,
,,,98.63297,1713734925428,16.246,,,
,,,98.08637,1713734925431,16.249,,,
,,,97.68351,1713734925434,16.252,,,
,,,97.25785,1713734925449,16.267,,,
,,,96.74128,1713734925452,16.27,,,
,,,96.1517,1713734925455,16.273,,,
,,,95.6801,1713734925458,16.276,,,
,,,95.47536,1713734925461,16.279,,,
,,,95.12724,1713734925464,16.282,,,
,,,94.74199,1713734925467,16.285,,,
,,,94.34173,1713734925475,16.293,,,
,,,93.8718,1713734925488,16.306,,,
,,,93.41272,1713734925491,16.309,,,
,,,93.15134,1713734925494,16.312,,,
,,,92.70788,1713734925497,16.315,,,
,,,92.2144,1713734925501,16.319,,,
,,,91.66874,1713734925504,16.322,,,
,,,91.17211,1713734925507,16.325,,,
,,,90.71794,1713734925509,16.327,,,
,,,90.25544,1713734925512,16.33,,,
,,,89.76124,1713734925519,16.337,,,
,,,89.22772,1713734925522,16.34,,,
,,,88.62946,1713734925525,16.343,,,
,,,88.01303,1713734925529,16.347,,,
,,,87.46588,1713734925531,16.349,,,
,,,86.87963,1713734925534,16.352,,,
,,,86.55482,1713734925537,16.355,,,
,,,86.32803,1713734925540,16.358,,,
,,,86.03531,1713734925544,16.362,,,
,,,85.83364,1713734925547,16.365,,,
,,,85.50432,1713734925550,16.368,,,
,,,85.28409,1713734925553,16.371,,,
,,,84.9088,1713734925558,16.376,,,
,,,84.62521,1713734925561,16.379,,,
,,,84.32697,1713734925564,16.382,,,
,,,83.93455,1713734925567,16.385,,,
,,,83.62885,1713734925570,16.388,,,
,,,83.38117,1713734925573,16.391,,,
,,,83.12768,1713734925576,16.394,,,
,,,82.90427,1713734925584,16.402,,,
,,,82.5824,1713734925587,16.405,,,
,,,82.23575,1713734925590,16.408,,,
,,,82.12859,1713734925603,16.421,,,
,,,81.86865,1713734925608,16.426,,,
,,,81.56579,1713734925614,16.432,,,
,,,81.18518,1713734925619,16.437,,,
,,,80.95932,1713734925624,16.442,,,
,,,80.41247,1713734925630,16.448,,,
,,,80.24217,1713734925634,16.452,,,
,,,79.97118,1713734925639,16.457,,,
,,,79.80396,1713734925645,16.463,,,
,,,79.63307,1713734925650,16.468,,,
,,,79.42489,1713734925665,16.483,,,
,,,78.99545,1713734925668,16.486,,,
,,,78.73522,1713734925672,16.49,,,
,,,78.45686,1713734925677,16.495,,,
,,,78.07657,1713734925689,16.507,,,
,,,77.89524,1713734925696,16.514,,,
,,,77.40565,1713734925705,16.523,,,
,,,77.05649,1713734925714,16.532,,,
,,,76.79306,1713734925721,16.539,,,
,,,76.32108,1713734925724,16.542,,,
,,,75.93197,1713734925736,16.554,,,
,,,75.55213,1713734925741,16.559,,,
,,,75.03178,1713734925749,16.567,,,
,,,74.83064,1713734925757,16.575,,,
,,,74.3603,1713734925764,16.582,,,
,,,74.10662,1713734925772,16.59,,,
,,,73.92848,1713734925775,16.593,,,
,,,73.40633,1713734925778,16.596,,,
,,,73.03374,1713734925787,16.605,,,
,,,72.51487,1713734925790,16.608,,,
,,,72.04587,1713734925794,16.612,,,
,,,71.40524,1713734925797,16.615,,,
,,,70.95266,1713734925801,16.619,,,
,,,70.63346,1713734925804,16.622,,,
,,,70.18267,1713734925808,16.626,,,
,,,69.81148,1713734925813,16.631,,,
,,,69.35689,1713734925816,16.634,,,
,,,69.27189,1713734925825,16.643,,,
,,,68.80788,1713734925828,16.646,,,
,,,68.44313,1713734925832,16.65,,,
,,,68.20284,1713734925837,16.655,,,
,,,67.74593,1713734925844,16.662,,,
,,,67.48329,1713734925848,16.666,,,
,,,66.83293,1713734925857,16.675,,,
,,,66.29005,1713734925865,16.683,,,
,,,65.82008,1713734925868,16.686,,,
,,,65.37041,1713734925871,16.689,,,
,,,65.14566,1713734925874,16.692,,,
,,,64.85249,1713734925879,16.697,,,
,,,64.68405,1713734925891,16.709,,,
,,,64.4675,1713734925896,16.714,,,
,,,64.2219,1713734925900,16.718,,,
,,,63.99346,1713734925903,16.721,,,
,,,63.88613,1713734925908,16.726,,,
,,,63.60031,1713734925925,16.743,,,
,,,63.6268,1713734925936,16.754,,,
,,,63.54646,1713734925946,16.764,,,
,,,63.28759,1713734925949,16.767,,,
,,,62.84804,1713734925952,16.77,,,
,,,62.47565,1713734925956,16.774,,,
,,,62.2987,1713734925970,16.788,,,
,,,62.26062,1713734925973,16.791,,,
,,,62.3397,1713734925976,16.794,,,
,,,61.99284,1713734925988,16.806,,,
,,,61.77742,1713734925993,16.811,,,
,,,61.51801,1713734925996,16.814,,,
,,,61.55887,1713734926000,16.818,,,
,,,61.46381,1713734926011,16.829,,,
,,,61.45522,1713734926014,16.832,,,
,,,61.44987,1713734926017,16.835,,,
,,,61.21803,1713734926020,16.838,,,
,,,60.75263,1713734926027,16.845,,,
,,,60.26537,1713734926030,16.848,,,
,,,59.7998,1713734926033,16.851,,,
,,,59.50999,1713734926037,16.855,,,
,,,59.16892,1713734926040,16.858,,,
,,,58.92312,1713734926043,16.861,,,
,,,58.62124,1713734926046,16.864,,,
,,,58.56788,1713734926049,16.867,,,
,,,58.31603,1713734926052,16.87,,,
,,,57.96403,1713734926056,16.874,,,
,,,57.59731,1713734926059,16.877,,,
,,,57.15167,1713734926062,16.88,,,
,,,56.79419,1713734926065,16.883,,,
,,,56.50223,1713734926068,16.886,,,
,,,56.41204,1713734926071,16.889,,,
,,,56.09804,1713734926074,16.892,,,
,,,55.78515,1713734926077,16.895,,,
,,,55.49218,1713734926080,16.898,,,
,,,55.44092,1713734926083,16.901,,,
,,,55.33896,1713734926086,16.904,,,
,,,55.20332,1713734926089,16.907,,,
,,,54.91726,1713734926101,16.919,,,
,,,54.4829,1713734926112,16.93,,,
,,,53.86946,1713734926115,16.933,,,
,,,53.06758,1713734926118,16.936,,,
,,,52.36836,1713734926125,16.943,,,
,,,51.64816,1713734926128,16.946,,,
,,,51.00501,1713734926131,16.949,,,
,,,50.50487,1713734926134,16.952,,,
,,,49.91928,1713734926145,16.963,,,
,,,49.36433,1713734926148,16.966,,,
,,,48.67275,1713734926151,16.969,,,
,,,48.26842,1713734926154,16.972,,,
,,,48.21505,1713734926166,16.984,,,
,,,47.88983,1713734926169,16.987,,,
,,,47.54398,1713734926172,16.99,,,
,,,47.60589,1713734926175,16.993,,,
,,,47.30256,1713734926185,17.003,,,
,,,47.0476,1713734926188,17.006,,,
,,,46.84627,1713734926192,17.01,,,
,,,46.90599,1713734926197,17.015,,,
,,,46.95851,1713734926201,17.019,,,
,,,46.93107,1713734926204,17.022,,,
,,,46.79636,1713734926207,17.025,,,
,,,46.60783,1713734926210,17.028,,,
,,,46.37062,1713734926213,17.031,,,
,,,46.12757,1713734926216,17.034,,,
,,,45.61029,1713734926225,17.043,,,
,,,45.18272,1713734926229,17.047,,,
,,,44.93562,1713734926232,17.05,,,
,,,44.54727,1713734926235,17.053,,,
,,,43.97815,1713734926238,17.056,,,
,,,43.67068,1713734926245,17.063,,,
,,,43.15877,1713734926248,17.066,,,
,,,42.87891,1713734926251,17.069,,,
,,,42.67864,1713734926254,17.072,,,
,,,42.17657,1713734926263,17.081,,,
,,,41.71593,1713734926267,17.085,,,
,,,41.43913,1713734926270,17.088,,,
,,,41.13122,1713734926273,17.091,,,
,,,40.85018,1713734926276,17.094,,,
,,,40.61941,1713734926283,17.101,,,
,,,40.25293,1713734926286,17.104,,,
,,,39.97479,1713734926290,17.108,,,
,,,39.49433,1713734926296,17.114,,,
,,,39.05502,1713734926306,17.124,,,
,,,38.49197,1713734926312,17.13,,,
,,,38.01729,1713734926319,17.137,,,
,,,37.36625,1713734926325,17.143,,,
,,,36.68415,1713734926332,17.15,,,
,,,36.33539,1713734926338,17.156,,,
,,,35.99772,1713734926353,17.171,,,
,,,35.64822,1713734926361,17.179,,,
,,,35.14472,1713734926377,17.195,,,
,,,34.8465,1713734926385,17.203,,,
,,,34.38646,1713734926392,17.21,,,
,,,33.81263,1713734926400,17.218,,,
,,,33.34575,1713734926406,17.224,,,
,,,32.87009,1713734926409,17.227,,,
,,,32.65829,1713734926413,17.231,,,
,,,32.58597,1713734926417,17.235,,,
,,,32.51744,1713734926420,17.238,,,
,,,32.18525,1713734926431,17.249,,,
,,,32.04312,1713734926434,17.252,,,
,,,31.76366,1713734926437,17.255,,,
,,,31.4886,1713734926440,17.258,,,
,,,31.37443,1713734926451,17.269,,,
,,,30.92386,1713734926454,17.272,,,
,,,30.89749,1713734926458,17.276,,,
,,,30.79499,1713734926461,17.279,,,
,,,30.66631,1713734926476,17.294,,,
,,,30.46373,1713734926479,17.297,,,
,,,30.29855,1713734926482,17.3,,,
,,,30.1702,1713734926487,17.305,,,
,,,29.76455,1713734926491,17.309,,,
,,,29.45503,1713734926496,17.314,,,
,,,29.35987,1713734926499,17.317,,,
,,,29.07763,1713734926507,17.325,,,
,,,29.13187,1713734926511,17.329,,,
,,,28.81182,1713734926518,17.336,,,
,,,28.73724,1713734926521,17.339,,,
,,,28.86505,1713734926524,17.342,,,
,,,28.82802,1713734926528,17.346,,,
,,,28.85202,1713734926535,17.353,,,
,,,28.79022,1713734926538,17.356,,,
,,,28.70815,1713734926545,17.363,,,
,,,28.42314,1713734926555,17.373,,,
,,,28.22273,1713734926558,17.376,,,
,,,27.88406,1713734926561,17.379,,,
,,,27.98014,1713734926564,17.382,,,
,,,27.8346,1713734926571,17.389,,,
,,,27.6708,1713734926575,17.393,,,
,,,27.55139,1713734926580,17.398,,,
,,,27.33332,1713734926584,17.402,,,
,,,27.11442,1713734926591,17.409,,,
,,,26.95209,1713734926597,17.415,,,
,,,26.83132,1713734926604,17.422,,,
,,,26.89755,1713734926607,17.425,,,
,,,26.72837,1713734926610,17.428,,,
,,,26.68277,1713734926618,17.436,,,
,,,26.54115,1713734926622,17.44,,,
,,,26.38546,1713734926626,17.444,,,
,,,26.3133,1713734926632,17.45,,,
,,,26.24257,1713734926635,17.453,,,
,,,26.34644,1713734926639,17.457,,,
,,,26.30139,1713734926642,17.46,,,
,,,26.02235,1713734926645,17.463,,,
,,,25.98941,1713734926648,17.466,,,
,,,25.99428,1713734926651,17.469,,,
,,,26.06794,1713734926654,17.472,,,
,,,26.13328,1713734926657,17.475,,,
,,,26.0859,1713734926660,17.478,,,
,,,26.10324,1713734926663,17.481,,,
,,,25.97414,1713734926667,17.485,,,
,,,25.99697,1713734926670,17.488,,,
,,,25.91818,1713734926673,17.491,,,
,,,25.86548,1713734926676,17.494,,,
,,,25.85325,1713734926680,17.498,,,
,,,25.94953,1713734926682,17.5,,,
,,,25.76614,1713734926686,17.504,,,
,,,25.77995,1713734926689,17.507,,,
,,,25.83789,1713734926700,17.518,,,
,,,25.79974,1713734926703,17.521,,,
,,,25.82107,1713734926709,17.527,,,
,,,25.90114,1713734926713,17.531,,,
,,,25.87838,1713734926718,17.536,,,
,,,25.85772,1713734926726,17.544,,,
,,,25.52202,1713734926733,17.551,,,
,,,25.37051,1713734926736,17.554,,,
,,,25.23043,1713734926739,17.557,,,
,,,25.09951,1713734926742,17.56,,,
,,,24.95504,1713734926756,17.574,,,
,,,24.75094,1713734926760,17.578,,,
,,,24.60839,1713734926764,17.582,,,
,,,24.42734,1713734926769,17.587,,,
,,,23.97636,1713734926772,17.59,,,
,,,23.56382,1713734926775,17.593,,,
,,,23.44008,1713734926778,17.596,,,
,,,22.98294,1713734926780,17.598,,,
,,,23.02412,1713734926783,17.601,,,
,,,22.77584,1713734926786,17.604,,,
,,,22.47168,1713734926788,17.606,,,
,,,22.54405,1713734926791,17.609,,,
,,,22.66435,1713734926794,17.612,,,
,,,22.47343,1713734926797,17.615,,,
,,,22.1722,1713734926799,17.617,,,
,,,22.23275,1713734926802,17.62,,,
,,,22.26062,1713734926805,17.623,,,
,,,22.34579,1713734926808,17.626,,,
,,,22.07474,1713734926811,17.629,,,
,,,22.23568,1713734926813,17.631,,,
,,,22.11977,1713734926816,17.634,,,
,,,22.18615,1713734926819,17.637,,,
,,,22.35394,1713734926822,17.64,,,
,,,22.2472,1713734926824,17.642,,,
,,,22.21816,1713734926827,17.645,,,
,,,22.29581,1713734926830,17.648,,,
,,,22.44032,1713734926833,17.651,,,
,,,22.57391,1713734926836,17.654,,,
,,,22.45773,1713734926838,17.656,,,
,,,22.19523,1713734926841,17.659,,,
,,,21.99246,1713734926844,17.662,,,
,,,21.84484,1713734926847,17.665,,,
,,,21.53802,1713734926849,17.667,,,
,,,21.12168,1713734926852,17.67,,,
,,,20.73593,1713734926855,17.673,,,
,,,20.51321,1713734926857,17.675,,,
,,,20.05986,1713734926860,17.678,,,
,,,19.55215,1713734926863,17.681,,,
,,,18.96739,1713734926866,17.684,,,
,,,18.52797,1713734926869,17.687,,,
,,,18.13723,1713734926871,17.689,,,
,,,17.67777,1713734926875,17.693,,,
,,,17.45584,1713734926878,17.696,,,
,,,16.94413,1713734926882,17.7,,,
,,,16.67495,1713734926885,17.703,,,
,,,16.27943,1713734926888,17.706,,,
,,,15.89855,1713734926892,17.71,,,
