thrust time (ms),thrust (N),burn time (s),Pc (psi),Pc time (ms),burn time (s),Interpolated Pc,At (in$2),Ctau
,,,124.87599,1713734921570,12.388,,,
,,,125.02053,1713734921572,12.39,,,
,,,124.70281,1713734921575,12.393,,,
,,,124.62354,1713734921586,12.404,,,
,,,124.53035,1713734921589,12.407,,,
,,,124.29753,1713734921592,12.41,,,
,,,124.44228,1713734921595,12.413,,,
,,,124.20153,1713734921598,12.416,,,
,,,124.2547,1713734921602,12.42,,,
,,,124.32165,1713734921610,12.428,,,
,,,124.61616,1713734921613,12.431,,,
,,,124.54661,1713734921615,12.433,,,
,,,124.58988,1713734921618,12.436,,,
,,,124.8173,1713734921621,12.439,,,
,,,124.66797,1713734921624,12.442,,,
,,,124.63953,1713734921636,12.454,,,
,,,124.57521,1713734921639,12.457,,,
,,,124.40271,1713734921642,12.46,,,
,,,124.47711,1713734921645,12.463,,,
,,,124.39491,1713734921653,12.471,,,
,,,124.42235,1713734921656,12.474,,,
,,,124.35167,1713734921659,12.477,,,
,,,124.34612,1713734921662,12.48,,,
,,,124.65069,1713734921664,12.482,,,
,,,124.78314,1713734921667,12.485,,,
,,,124.72237,1713734921670,12.488,,,
,,,124.99274,1713734921673,12.491,,,
,,,125.07475,1713734921676,12.494,,,
,,,124.83346,1713734921679,12.497,,,
,,,124.73324,1713734921682,12.5,,,
,,,124.92419,1713734921684,12.502,,,
,,,125.04172,1713734921687,12.505,,,
,,,124.8228,1713734921698,12.516,,,
,,,124.61755,1713734921702,12.52,,,
,,,124.9576,1713734921704,12.522,,,
,,,124.984,1713734921717,12.535,,,
,,,125.037,1713734921720,12.538,,,
,,,124.72725,1713734921723,12.541,,,
,,,124.64505,1713734921740,12.558,,,
,,,124.59977,1713734921743,12.561,,,
,,,124.61121,1713734921746,12.564,,,
,,,124.34943,1713734921764,12.582,,,
,,,124.25714,1713734921767,12.585,,,
,,,124.35211,1713734921770,12.588,,,
,,,124.51258,1713734921773,12.591,,,
,,,124.49319,1713734921776,12.594,,,
,,,124.40338,1713734921791,12.609,,,
,,,124.16637,1713734921793,12.611,,,
,,,124.13851,1713734921796,12.614,,,
,,,124.15246,1713734921808,12.626,,,
,,,123.99192,1713734921811,12.629,,,
,,,124.03398,1713734921814,12.632,,,
,,,123.87367,1713734921826,12.644,,,
,,,123.79475,1713734921833,12.651,,,
,,,123.4011,1713734921836,12.654,,,
,,,123.41877,1713734921839,12.657,,,
,,,123.50852,1713734921842,12.66,,,
,,,123.28106,1713734921845,12.663,,,
,,,123.38098,1713734921848,12.666,,,
,,,123.42589,1713734921857,12.675,,,
,,,123.56207,1713734921859,12.677,,,
,,,123.56096,1713734921862,12.68,,,
,,,123.65067,1713734921865,12.683,,,
,,,123.5122,1713734921868,12.686,,,
,,,123.28363,1713734921871,12.689,,,
,,,123.32988,1713734921874,12.692,,,
,,,123.37157,1713734921877,12.695,,,
,,,123.3948,1713734921879,12.697,,,
,,,123.80589,1713734921882,12.7,,,
,,,124.04714,1713734921885,12.703,,,
,,,123.92492,1713734921904,12.722,,,
,,,123.93114,1713734921908,12.726,,,
,,,123.66563,1713734921911,12.729,,,
,,,123.70881,1713734921918,12.736,,,
,,,123.42373,1713734921922,12.74,,,
,,,122.94401,1713734921924,12.742,,,
,,,123.01698,1713734921928,12.746,,,
,,,122.97583,1713734921931,12.749,,,
,,,123.30502,1713734921935,12.753,,,
,,,123.30058,1713734921938,12.756,,,
,,,123.50142,1713734921946,12.764,,,
,,,123.51608,1713734921949,12.767,,,
,,,123.54398,1713734921957,12.775,,,
,,,123.47499,1713734921960,12.778,,,
,,,123.53685,1713734921963,12.781,,,
,,,123.41412,1713734921966,12.784,,,
,,,123.57557,1713734921969,12.787,,,
,,,123.80131,1713734921972,12.79,,,
,,,123.76824,1713734921975,12.793,,,
,,,123.70507,1713734921978,12.796,,,
,,,123.71819,1713734921980,12.798,,,
,,,123.58166,1713734921983,12.801,,,
,,,123.18682,1713734921986,12.804,,,
,,,123.31631,1713734921989,12.807,,,
,,,123.66338,1713734921992,12.81,,,
,,,123.62814,1713734922002,12.82,,,
,,,123.6471,1713734922004,12.822,,,
,,,123.68485,1713734922007,12.825,,,
,,,123.55078,1713734922012,12.83,,,
,,,123.83858,1713734922014,12.832,,,
,,,123.72272,1713734922018,12.836,,,
,,,123.94617,1713734922023,12.841,,,
,,,123.71092,1713734922026,12.844,,,
,,,123.83963,1713734922030,12.848,,,
,,,123.8601,1713734922035,12.853,,,
,,,123.82935,1713734922038,12.856,,,
,,,124.05102,1713734922042,12.86,,,
,,,123.9157,1713734922045,12.863,,,
,,,123.82863,1713734922049,12.867,,,
,,,123.67834,1713734922053,12.871,,,
,,,123.73083,1713734922065,12.883,,,
,,,123.67002,1713734922068,12.886,,,
,,,123.86515,1713734922083,12.901,,,
,,,124.10363,1713734922094,12.912,,,
,,,124.00067,1713734922097,12.915,,,
,,,124.30934,1713734922100,12.918,,,
,,,124.4052,1713734922104,12.922,,,
,,,124.72307,1713734922106,12.924,,,
,,,124.77557,1713734922121,12.939,,,
,,,124.65281,1713734922124,12.942,,,
,,,124.507,1713734922127,12.945,,,
,,,124.46178,1713734922135,12.953,,,
,,,124.63113,1713734922142,12.96,,,
,,,124.45287,1713734922147,12.965,,,
,,,124.50683,1713734922153,12.971,,,
,,,124.43814,1713734922160,12.978,,,
,,,124.70007,1713734922170,12.988,,,
,,,124.33324,1713734922174,12.992,,,
,,,124.39164,1713734922189,13.007,,,
,,,124.37815,1713734922192,13.01,,,
,,,124.2489,1713734922195,13.013,,,
,,,124.55674,1713734922198,13.016,,,
,,,124.61805,1713734922201,13.019,,,
,,,124.60503,1713734922208,13.026,,,
,,,124.59099,1713734922214,13.032,,,
,,,124.65859,1713734922220,13.038,,,
,,,124.52085,1713734922229,13.047,,,
,,,124.50662,1713734922232,13.05,,,
,,,124.50372,1713734922235,13.053,,,
,,,124.53056,1713734922238,13.056,,,
,,,124.60933,1713734922249,13.067,,,
,,,124.81535,1713734922255,13.073,,,
,,,124.79338,1713734922260,13.078,,,
,,,124.96465,1713734922266,13.084,,,
,,,125.09185,1713734922277,13.095,,,
,,,124.89779,1713734922280,13.098,,,
,,,124.81599,1713734922283,13.101,,,
,,,124.88561,1713734922286,13.104,,,
,,,124.75582,1713734922289,13.107,,,
,,,124.79914,1713734922292,13.11,,,
,,,125.07243,1713734922295,13.113,,,
,,,124.78126,1713734922297,13.115,,,
,,,124.54897,1713734922301,13.119,,,
,,,124.42168,1713734922304,13.122,,,
,,,124.14521,1713734922306,13.124,,,
,,,124.0515,1713734922309,13.127,,,
,,,124.09276,1713734922312,13.13,,,
,,,124.00717,1713734922315,13.133,,,
,,,124.044,1713734922318,13.136,,,
,,,123.92049,1713734922321,13.139,,,
,,,123.78563,1713734922324,13.142,,,
,,,123.79467,1713734922327,13.145,,,
,,,123.96955,1713734922330,13.148,,,
,,,124.24532,1713734922334,13.152,,,
,,,124.53187,1713734922337,13.155,,,
,,,124.66189,1713734922339,13.157,,,
,,,124.72367,1713734922342,13.16,,,
,,,124.68125,1713734922346,13.164,,,
,,,124.3626,1713734922348,13.166,,,
,,,124.16543,1713734922351,13.169,,,
,,,124.36759,1713734922355,13.173,,,
,,,124.32861,1713734922358,13.176,,,
,,,124.19808,1713734922360,13.178,,,
,,,124.24833,1713734922363,13.181,,,
,,,123.95274,1713734922366,13.184,,,
,,,123.98405,1713734922369,13.187,,,
,,,123.84474,1713734922377,13.195,,,
,,,123.89376,1713734922380,13.198,,,
,,,123.88349,1713734922383,13.201,,,
,,,123.76583,1713734922385,13.203,,,
,,,123.82708,1713734922388,13.206,,,
,,,123.92139,1713734922391,13.209,,,
,,,124.03039,1713734922394,13.212,,,
,,,124.15357,1713734922397,13.215,,,
,,,124.14139,1713734922400,13.218,,,
,,,124.10328,1713734922403,13.221,,,
,,,124.1127,1713734922406,13.224,,,
,,,124.24748,1713734922409,13.227,,,
,,,124.19197,1713734922412,13.23,,,
,,,124.28547,1713734922415,13.233,,,
,,,124.23558,1713734922418,13.236,,,
,,,124.0533,1713734922421,13.239,,,
,,,124.02364,1713734922424,13.242,,,
,,,124.03547,1713734922426,13.244,,,
,,,124.04436,1713734922429,13.247,,,
,,,124.22061,1713734922433,13.251,,,
,,,123.94861,1713734922436,13.254,,,
,,,124.02091,1713734922450,13.268,,,
,,,123.83148,1713734922454,13.272,,,
,,,124.05542,1713734922457,13.275,,,
,,,124.20448,1713734922460,13.278,,,
,,,123.93383,1713734922463,13.281,,,
,,,123.78545,1713734922466,13.284,,,
,,,123.79643,1713734922468,13.286,,,
,,,123.7647,1713734922471,13.289,,,
,,,123.76594,1713734922477,13.295,,,
,,,123.64533,1713734922480,13.298,,,
,,,123.67191,1713734922483,13.301,,,
,,,123.53445,1713734922486,13.304,,,
,,,123.44432,1713734922489,13.307,,,
,,,123.51568,1713734922492,13.31,,,
,,,123.69163,1713734922495,13.313,,,
,,,123.78282,1713734922497,13.315,,,
,,,123.72152,1713734922501,13.319,,,
,,,123.77317,1713734922504,13.322,,,
,,,123.70813,1713734922507,13.325,,,
,,,123.61878,1713734922510,13.328,,,
,,,123.57642,1713734922512,13.33,,,
,,,123.45412,1713734922515,13.333,,,
,,,123.33019,1713734922518,13.336,,,
,,,123.23816,1713734922521,13.339,,,
,,,123.13892,1713734922524,13.342,,,
,,,123.15913,1713734922527,13.345,,,
,,,123.37954,1713734922530,13.348,,,
,,,123.2729,1713734922533,13.351,,,
,,,123.39242,1713734922536,13.354,,,
,,,123.22043,1713734922539,13.357,,,
,,,122.97556,1713734922542,13.36,,,
,,,123.14997,1713734922545,13.363,,,
,,,123.24303,1713734922548,13.366,,,
,,,123.13323,1713734922551,13.369,,,
,,,123.37407,1713734922554,13.372,,,
,,,123.457,1713734922558,13.376,,,
,,,123.53479,1713734922561,13.379,,,
,,,123.6066,1713734922564,13.382,,,
,,,123.52557,1713734922567,13.385,,,
,,,123.41679,1713734922570,13.388,,,
,,,123.23839,1713734922572,13.39,,,
,,,123.12019,1713734922579,13.397,,,
,,,123.20302,1713734922582,13.4,,,
,,,123.28346,1713734922585,13.403,,,
,,,123.35114,1713734922588,13.406,,,
,,,123.54668,1713734922591,13.409,,,
,,,123.48806,1713734922594,13.412,,,
,,,123.30888,1713734922597,13.415,,,
,,,123.33372,1713734922599,13.417,,,
,,,123.33535,1713734922603,13.421,,,
,,,123.42518,1713734922606,13.424,,,
,,,123.69441,1713734922608,13.426,,,
,,,123.96854,1713734922611,13.429,,,
,,,124.14088,1713734922614,13.432,,,
,,,124.43366,1713734922617,13.435,,,
,,,124.47757,1713734922620,13.438,,,
,,,124.60091,1713734922623,13.441,,,
,,,124.72328,1713734922626,13.444,,,
,,,124.45957,1713734922629,13.447,,,
,,,124.59949,1713734922632,13.45,,,
,,,124.87814,1713734922635,13.453,,,
,,,125.09935,1713734922638,13.456,,,
,,,125.27519,1713734922641,13.459,,,
,,,125.29559,1713734922644,13.462,,,
,,,125.30272,1713734922647,13.465,,,
,,,125.33485,1713734922650,13.468,,,
,,,125.34391,1713734922653,13.471,,,
,,,125.56707,1713734922656,13.474,,,
,,,125.77423,1713734922659,13.477,,,
,,,125.93421,1713734922662,13.48,,,
,,,125.58188,1713734922665,13.483,,,
,,,125.20235,1713734922668,13.486,,,
,,,125.1291,1713734922671,13.489,,,
,,,125.19486,1713734922674,13.492,,,
,,,125.45067,1713734922682,13.5,,,
,,,125.30991,1713734922685,13.503,,,
,,,125.46669,1713734922688,13.506,,,
,,,125.45942,1713734922691,13.509,,,
,,,125.26981,1713734922695,13.513,,,
,,,125.25926,1713734922698,13.516,,,
,,,124.99253,1713734922701,13.519,,,
,,,124.77005,1713734922704,13.522,,,
,,,124.67774,1713734922707,13.525,,,
,,,124.46631,1713734922710,13.528,,,
,,,124.15185,1713734922713,13.531,,,
,,,123.92934,1713734922716,13.534,,,
,,,123.77127,1713734922719,13.537,,,
,,,123.5373,1713734922722,13.54,,,
,,,123.50813,1713734922725,13.543,,,
,,,123.6756,1713734922727,13.545,,,
,,,123.61558,1713734922730,13.548,,,
,,,123.92411,1713734922735,13.553,,,
,,,123.87192,1713734922738,13.556,,,
,,,124.16492,1713734922749,13.567,,,
,,,123.9719,1713734922754,13.572,,,
,,,124.02088,1713734922758,13.576,,,
,,,123.56634,1713734922762,13.58,,,
,,,123.74683,1713734922768,13.586,,,
,,,123.54773,1713734922773,13.591,,,
,,,123.61062,1713734922776,13.594,,,
,,,123.54903,1713734922781,13.599,,,
,,,123.31214,1713734922784,13.602,,,
,,,123.35456,1713734922793,13.611,,,
,,,123.42246,1713734922796,13.614,,,
,,,123.39235,1713734922799,13.617,,,
,,,123.1292,1713734922808,13.626,,,
,,,123.24485,1713734922811,13.629,,,
,,,123.27371,1713734922814,13.632,,,
,,,123.46216,1713734922817,13.635,,,
,,,123.52543,1713734922829,13.647,,,
,,,123.51595,1713734922832,13.65,,,
,,,123.77043,1713734922845,13.663,,,
,,,123.90037,1713734922848,13.666,,,
,,,123.69039,1713734922851,13.669,,,
,,,123.41422,1713734922854,13.672,,,
,,,123.29422,1713734922861,13.679,,,
,,,123.36383,1713734922864,13.682,,,
,,,123.70008,1713734922867,13.685,,,
,,,123.85071,1713734922877,13.695,,,
,,,123.98732,1713734922881,13.699,,,
,,,124.32844,1713734922884,13.702,,,
,,,124.5559,1713734922903,13.721,,,
,,,124.30099,1713734922905,13.723,,,
,,,124.4907,1713734922917,13.735,,,
,,,124.37993,1713734922931,13.749,,,
,,,124.49776,1713734922934,13.752,,,
,,,124.34323,1713734922939,13.757,,,
,,,124.38057,1713734922942,13.76,,,
,,,124.41033,1713734922945,13.763,,,
,,,124.59447,1713734922948,13.766,,,
,,,124.54312,1713734922963,13.781,,,
,,,124.53578,1713734922965,13.783,,,
,,,124.55956,1713734922968,13.786,,,
,,,124.72631,1713734922971,13.789,,,
,,,124.7612,1713734922986,13.804,,,
,,,124.83813,1713734922989,13.807,,,
,,,125.02839,1713734922992,13.81,,,
,,,125.15295,1713734922995,13.813,,,
,,,125.18224,1713734922998,13.816,,,
,,,125.33091,1713734923001,13.819,,,
,,,125.27336,1713734923004,13.822,,,
,,,125.22758,1713734923006,13.824,,,
,,,125.24489,1713734923009,13.827,,,
,,,125.22556,1713734923012,13.83,,,
,,,125.18542,1713734923015,13.833,,,
,,,125.26182,1713734923018,13.836,,,
,,,125.15879,1713734923021,13.839,,,
,,,125.15357,1713734923024,13.842,,,
,,,125.30471,1713734923027,13.845,,,
,,,125.2981,1713734923030,13.848,,,
,,,125.28899,1713734923032,13.85,,,
,,,125.4757,1713734923035,13.853,,,
,,,125.51072,1713734923038,13.856,,,
,,,125.58165,1713734923041,13.859,,,
,,,125.74499,1713734923044,13.862,,,
,,,125.78333,1713734923047,13.865,,,
,,,125.72728,1713734923050,13.868,,,
,,,125.72963,1713734923052,13.87,,,
,,,125.59366,1713734923055,13.873,,,
,,,125.54696,1713734923058,13.876,,,
,,,125.44105,1713734923061,13.879,,,
,,,125.46597,1713734923064,13.882,,,
,,,125.44366,1713734923067,13.885,,,
,,,125.32763,1713734923070,13.888,,,
,,,125.12518,1713734923072,13.89,,,
,,,124.8723,1713734923075,13.893,,,
,,,124.69917,1713734923078,13.896,,,
,,,124.3962,1713734923081,13.899,,,
,,,124.31364,1713734923084,13.902,,,
,,,124.3024,1713734923087,13.905,,,
,,,124.2974,1713734923090,13.908,,,
,,,124.5538,1713734923093,13.911,,,
,,,124.4636,1713734923096,13.914,,,
,,,124.59068,1713734923099,13.917,,,
,,,124.86542,1713734923102,13.92,,,
,,,124.73173,1713734923104,13.922,,,
,,,124.7305,1713734923115,13.933,,,
,,,124.88653,1713734923118,13.936,,,
,,,124.80917,1713734923121,13.939,,,
,,,124.61257,1713734923124,13.942,,,
,,,124.53431,1713734923127,13.945,,,
,,,124.57544,1713734923130,13.948,,,
,,,124.73305,1713734923133,13.951,,,
,,,124.93103,1713734923138,13.956,,,
,,,124.91026,1713734923141,13.959,,,
,,,124.89184,1713734923143,13.961,,,
,,,125.00332,1713734923146,13.964,,,
,,,124.83627,1713734923149,13.967,,,
,,,124.833,1713734923152,13.97,,,
,,,125.01727,1713734923155,13.973,,,
,,,124.83583,1713734923158,13.976,,,
,,,124.67688,1713734923161,13.979,,,
,,,124.77124,1713734923164,13.982,,,
,,,124.76421,1713734923167,13.985,,,
,,,124.83471,1713734923177,13.995,,,
,,,125.03284,1713734923180,13.998,,,
,,,124.88104,1713734923183,14.001,,,
,,,124.78297,1713734923186,14.004,,,
,,,124.82068,1713734923189,14.007,,,
,,,124.56909,1713734923192,14.01,,,
,,,124.5172,1713734923195,14.013,,,
,,,124.52892,1713734923206,14.024,,,
,,,124.43931,1713734923209,14.027,,,
,,,124.31106,1713734923211,14.029,,,
,,,124.2407,1713734923214,14.032,,,
,,,124.26487,1713734923217,14.035,,,
,,,124.49568,1713734923220,14.038,,,
,,,124.75482,1713734923223,14.041,,,
,,,125.11985,1713734923226,14.044,,,
,,,124.97375,1713734923228,14.046,,,
,,,124.74745,1713734923243,14.061,,,
,,,124.53997,1713734923246,14.064,,,
,,,124.60245,1713734923249,14.067,,,
,,,124.77314,1713734923252,14.07,,,
,,,124.73268,1713734923255,14.073,,,
,,,124.87465,1713734923258,14.076,,,
,,,124.77827,1713734923261,14.079,,,
,,,124.67871,1713734923265,14.083,,,
,,,124.6451,1713734923267,14.085,,,
,,,124.50307,1713734923270,14.088,,,
,,,124.60704,1713734923273,14.091,,,
,,,124.65524,1713734923276,14.094,,,
,,,124.43881,1713734923279,14.097,,,
,,,124.25342,1713734923282,14.1,,,
,,,124.11291,1713734923285,14.103,,,
,,,123.73044,1713734923287,14.105,,,
,,,123.56164,1713734923290,14.108,,,
,,,123.63734,1713734923293,14.111,,,
,,,123.63027,1713734923295,14.113,,,
,,,123.42006,1713734923298,14.116,,,
,,,123.52684,1713734923301,14.119,,,
,,,123.66449,1713734923304,14.122,,,
,,,123.62654,1713734923306,14.124,,,
,,,123.39691,1713734923309,14.127,,,
,,,123.56332,1713734923311,14.129,,,
,,,123.33922,1713734923314,14.132,,,
,,,123.48765,1713734923317,14.135,,,
,,,123.34946,1713734923319,14.137,,,
,,,123.44541,1713734923322,14.14,,,
,,,123.3731,1713734923325,14.143,,,
,,,123.57134,1713734923327,14.145,,,
,,,123.53671,1713734923330,14.148,,,
,,,123.4505,1713734923332,14.15,,,
,,,123.51022,1713734923335,14.153,,,
,,,123.43317,1713734923338,14.156,,,
,,,123.32222,1713734923340,14.158,,,
,,,123.20742,1713734923343,14.161,,,
,,,123.43372,1713734923345,14.163,,,
,,,123.29719,1713734923348,14.166,,,
,,,123.1978,1713734923350,14.168,,,
,,,122.9984,1713734923353,14.171,,,
,,,122.77338,1713734923362,14.18,,,
,,,122.80858,1713734923364,14.182,,,
,,,122.81826,1713734923367,14.185,,,
,,,122.95261,1713734923370,14.188,,,
,,,122.83504,1713734923372,14.19,,,
,,,122.8784,1713734923376,14.194,,,
,,,122.86658,1713734923379,14.197,,,
,,,123.01541,1713734923381,14.199,,,
,,,122.86979,1713734923384,14.202,,,
,,,123.0196,1713734923387,14.205,,,
,,,123.12681,1713734923389,14.207,,,
,,,123.19911,1713734923392,14.21,,,
,,,123.21296,1713734923396,14.214,,,
,,,123.2715,1713734923398,14.216,,,
,,,123.12339,1713734923401,14.219,,,
,,,123.08871,1713734923404,14.222,,,
,,,123.41037,1713734923407,14.225,,,
,,,123.49806,1713734923410,14.228,,,
,,,123.50699,1713734923413,14.231,,,
,,,123.71449,1713734923416,14.234,,,
,,,123.82058,1713734923419,14.237,,,
,,,123.85206,1713734923422,14.24,,,
,,,123.79143,1713734923425,14.243,,,
,,,123.76372,1713734923428,14.246,,,
,,,123.80115,1713734923431,14.249,,,
,,,123.92058,1713734923435,14.253,,,
,,,124.17076,1713734923438,14.256,,,
,,,124.25006,1713734923441,14.259,,,
,,,124.15151,1713734923444,14.262,,,
,,,124.07788,1713734923447,14.265,,,
,,,123.9232,1713734923450,14.268,,,
,,,123.48594,1713734923453,14.271,,,
,,,123.29221,1713734923455,14.273,,,
,,,123.28301,1713734923458,14.276,,,
,,,123.20173,1713734923461,14.279,,,
,,,123.22704,1713734923464,14.282,,,
,,,123.19384,1713734923467,14.285,,,
,,,123.24273,1713734923477,14.295,,,
,,,123.26826,1713734923480,14.298,,,
,,,123.22286,1713734923483,14.301,,,
,,,123.15999,1713734923486,14.304,,,
,,,123.2621,1713734923495,14.313,,,
,,,123.39952,1713734923498,14.316,,,
,,,123.55939,1713734923501,14.319,,,
,,,123.7586,1713734923504,14.322,,,
,,,123.88843,1713734923507,14.325,,,
,,,124.0149,1713734923515,14.333,,,
,,,124.22914,1713734923520,14.338,,,
,,,124.11111,1713734923523,14.341,,,
,,,124.25155,1713734923526,14.344,,,
,,,124.46763,1713734923541,14.359,,,
,,,124.53836,1713734923544,14.362,,,
,,,124.49485,1713734923547,14.365,,,
,,,124.56373,1713734923550,14.368,,,
,,,124.44786,1713734923554,14.372,,,
,,,124.49963,1713734923557,14.375,,,
,,,124.64813,1713734923559,14.377,,,
,,,124.69241,1713734923562,14.38,,,
,,,124.85701,1713734923565,14.383,,,
,,,124.86597,1713734923568,14.386,,,
,,,124.84837,1713734923571,14.389,,,
,,,125.07757,1713734923574,14.392,,,
,,,125.10059,1713734923577,14.395,,,
,,,125.12494,1713734923580,14.398,,,
,,,124.99018,1713734923583,14.401,,,
,,,124.69758,1713734923586,14.404,,,
,,,124.82375,1713734923589,14.407,,,
,,,124.74836,1713734923592,14.41,,,
,,,124.36895,1713734923595,14.413,,,
,,,124.62738,1713734923598,14.416,,,
,,,124.60332,1713734923602,14.42,,,
,,,124.60111,1713734923605,14.423,,,
,,,124.71252,1713734923608,14.426,,,
,,,124.45855,1713734923611,14.429,,,
,,,124.3594,1713734923614,14.432,,,
,,,124.2999,1713734923617,14.435,,,
,,,124.10157,1713734923620,14.438,,,
,,,123.96111,1713734923623,14.441,,,
,,,124.07368,1713734923626,14.444,,,
,,,124.10451,1713734923629,14.447,,,
,,,124.13719,1713734923632,14.45,,,
,,,123.89268,1713734923635,14.453,,,
,,,123.8761,1713734923638,14.456,,,
,,,123.85588,1713734923641,14.459,,,
,,,124.08975,1713734923644,14.462,,,
,,,124.06869,1713734923647,14.465,,,
,,,123.88911,1713734923650,14.468,,,
,,,123.92383,1713734923653,14.471,,,
,,,124.14817,1713734923662,14.48,,,
,,,124.20736,1713734923665,14.483,,,
,,,124.25285,1713734923668,14.486,,,
,,,124.15091,1713734923670,14.488,,,
,,,123.84743,1713734923673,14.491,,,
,,,123.85469,1713734923676,14.494,,,
,,,124.00368,1713734923687,14.505,,,
,,,123.93532,1713734923690,14.508,,,
,,,124.0664,1713734923693,14.511,,,
,,,123.96373,1713734923696,14.514,,,
,,,123.71522,1713734923706,14.524,,,
,,,123.88233,1713734923710,14.528,,,
,,,123.89371,1713734923712,14.53,,,
,,,123.82475,1713734923716,14.534,,,
,,,123.88746,1713734923718,14.536,,,
,,,123.96166,1713734923721,14.539,,,
,,,123.96453,1713734923724,14.542,,,
,,,123.79789,1713734923727,14.545,,,
,,,123.5449,1713734923730,14.548,,,
,,,123.43005,1713734923733,14.551,,,
,,,123.49121,1713734923735,14.553,,,
,,,123.68738,1713734923739,14.557,,,
,,,123.99078,1713734923744,14.562,,,
,,,124.14535,1713734923747,14.565,,,
,,,124.18269,1713734923750,14.568,,,
,,,124.07321,1713734923753,14.571,,,
,,,123.78178,1713734923766,14.584,,,
,,,123.7711,1713734923769,14.587,,,
,,,123.42946,1713734923771,14.589,,,
,,,123.09471,1713734923786,14.604,,,
,,,122.79061,1713734923789,14.607,,,
,,,122.98495,1713734923792,14.61,,,
,,,123.25744,1713734923807,14.625,,,
,,,123.27083,1713734923810,14.628,,,
,,,123.31944,1713734923829,14.647,,,
,,,123.39674,1713734923832,14.65,,,
,,,123.16551,1713734923835,14.653,,,
,,,122.8417,1713734923846,14.664,,,
,,,122.61601,1713734923849,14.667,,,
,,,122.56677,1713734923851,14.669,,,
,,,122.7733,1713734923854,14.672,,,
,,,122.75749,1713734923869,14.687,,,
,,,122.467,1713734923872,14.69,,,
,,,122.238,1713734923875,14.693,,,
,,,122.06084,1713734923878,14.696,,,
,,,122.03036,1713734923881,14.699,,,
,,,121.74546,1713734923903,14.721,,,
,,,121.33774,1713734923906,14.724,,,
,,,121.24199,1713734923909,14.727,,,
,,,121.14076,1713734923913,14.731,,,
,,,121.09992,1713734923927,14.745,,,
,,,121.01704,1713734923930,14.748,,,
,,,120.71708,1713734923933,14.751,,,
,,,120.56846,1713734923936,14.754,,,
,,,120.55645,1713734923939,14.757,,,
,,,120.38554,1713734923942,14.76,,,
,,,120.49567,1713734923944,14.762,,,
,,,120.65485,1713734923947,14.765,,,
,,,120.43487,1713734923950,14.768,,,
,,,120.70818,1713734923953,14.771,,,
,,,120.81058,1713734923956,14.774,,,
,,,120.6596,1713734923959,14.777,,,
,,,120.82438,1713734923962,14.78,,,
,,,120.95704,1713734923965,14.783,,,
,,,120.62485,1713734923967,14.785,,,
,,,120.56427,1713734923970,14.788,,,
,,,120.60336,1713734923973,14.791,,,
,,,120.48417,1713734923976,14.794,,,
,,,120.3583,1713734923979,14.797,,,
,,,120.13436,1713734923982,14.8,,,
,,,119.80903,1713734923985,14.803,,,
,,,119.74945,1713734923988,14.806,,,
,,,119.81948,1713734923990,14.808,,,
,,,119.78795,1713734923993,14.811,,,
,,,119.83501,1713734923996,14.814,,,
,,,120.02643,1713734923999,14.817,,,
,,,120.04584,1713734924002,14.82,,,
,,,119.9763,1713734924005,14.823,,,
,,,119.83748,1713734924008,14.826,,,
,,,119.61385,1713734924010,14.828,,,
,,,119.26669,1713734924014,14.832,,,
,,,119.11809,1713734924029,14.847,,,
,,,119.09994,1713734924032,14.85,,,
,,,119.34856,1713734924035,14.853,,,
,,,119.10999,1713734924037,14.855,,,
,,,119.39343,1713734924040,14.858,,,
,,,119.41311,1713734924055,14.873,,,
,,,119.31979,1713734924058,14.876,,,
,,,119.51459,1713734924061,14.879,,,
,,,119.07083,1713734924064,14.882,,,
,,,118.84105,1713734924079,14.897,,,
,,,118.79204,1713734924081,14.899,,,
,,,118.49699,1713734924084,14.902,,,
,,,118.59599,1713734924087,14.905,,,
,,,118.37936,1713734924102,14.92,,,
,,,118.316,1713734924105,14.923,,,
,,,118.43227,1713734924108,14.926,,,
,,,118.10622,1713734924111,14.929,,,
,,,118.161,1713734924126,14.944,,,
,,,117.9972,1713734924129,14.947,,,
,,,117.67653,1713734924132,14.95,,,
,,,117.68475,1713734924134,14.952,,,
,,,117.3501,1713734924149,14.967,,,
,,,117.45052,1713734924152,14.97,,,
,,,117.57456,1713734924155,14.973,,,
,,,117.30093,1713734924158,14.976,,,
,,,117.20371,1713734924173,14.991,,,
,,,117.09442,1713734924176,14.994,,,
,,,116.95132,1713734924179,14.997,,,
,,,116.97396,1713734924181,14.999,,,
,,,116.39372,1713734924184,15.002,,,
,,,116.43357,1713734924199,15.017,,,
,,,116.31607,1713734924202,15.02,,,
,,,115.79247,1713734924205,15.023,,,
,,,115.81982,1713734924208,15.026,,,
,,,115.52779,1713734924223,15.041,,,
,,,115.67674,1713734924226,15.044,,,
,,,115.63394,1713734924241,15.059,,,
,,,115.30598,1713734924244,15.062,,,
,,,115.39544,1713734924247,15.065,,,
,,,115.3478,1713734924249,15.067,,,
,,,114.83454,1713734924252,15.07,,,
,,,114.64058,1713734924255,15.073,,,
,,,114.58783,1713734924258,15.076,,,
,,,114.15845,1713734924261,15.079,,,
,,,113.93687,1713734924264,15.082,,,
,,,114.10991,1713734924266,15.084,,,
,,,113.99455,1713734924269,15.087,,,
